STATION,DATE,REPORT_TYPE,SOURCE,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,WindEquipmentChangeDate
72518014735,2016-04-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",49.0,56.0,66.0,29.55,29.23,55.0,13.7,0.0,14.3,9.0,70.0,42.0,290.0,39.0,0.05,0.0,0.0,300.0,32.0,536.0,1822.0,2006-09-08
72518014735,2016-04-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31.0,45.0,61.0,29.48,29.2,39.0,8.1,0.0,2.9,20.0,53.0,37.0,300.0,41.0,T,0.0,0.0,300.0,32.0,535.0,1823.0,2006-09-08
72518014735,2016-04-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",16.0,31.0,57.0,29.73,29.34,26.0,16.3,0.0,-11.6,34.0,38.0,24.0,280.0,52.0,0.07,2.0,2.1,280.0,39.0,533.0,1825.0,2006-09-08
72518014735,2016-04-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",17.0,22.0,76.0,30.02,29.67,22.0,8.4,0.0,-21.0,43.0,26.0,18.0,20.0,22.0,0.45,1.0,4.3,20.0,17.0,531.0,1826.0,2006-09-08
72518014735,2016-04-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7.0,25.0,47.0,30.32,29.96,21.0,10.3,0.0,-18.5,40.0,36.0,14.0,280.0,26.0,0.00,4.0,0.0,280.0,21.0,529.0,1827.0,2006-09-08
72518014735,2016-04-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",13.0,31.0,45.0,30.18,29.9,27.0,10.2,0.0,-12.9,34.0,44.0,17.0,160.0,31.0,0.00,1.0,0.0,170.0,24.0,528.0,1828.0,2006-09-08
72518014735,2016-04-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",41.0,52.0,76.0,29.52,29.26,46.0,10.0,0.0,7.7,13.0,62.0,42.0,240.0,47.0,0.38,0.0,0.0,250.0,37.0,526.0,1829.0,2006-09-08
72518014735,2016-04-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27.0,39.0,64.0,29.59,29.23,34.0,9.9,0.0,-5.8,26.0,47.0,31.0,280.0,30.0,0.20,0.0,T,280.0,24.0,524.0,1830.0,2006-09-08
72518014735,2016-04-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20.0,37.0,52.0,29.84,29.48,30.0,7.5,0.0,-8.2,28.0,46.0,27.0,10.0,27.0,0.00,0.0,0.0,20.0,21.0,523.0,1831.0,2006-09-08
72518014735,2016-04-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",14.0,35.0,40.0,30.24,29.9,29.0,7.4,0.0,-10.7,30.0,47.0,23.0,260.0,24.0,0.00,0.0,0.0,280.0,17.0,521.0,1833.0,2006-09-08
72518014735,2016-04-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35.0,46.0,66.0,30.04,29.75,42.0,14.5,0.0,-0.1,19.0,52.0,40.0,170.0,38.0,0.08,0.0,0.0,180.0,28.0,519.0,1834.0,2006-09-08
72518014735,2016-04-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32.0,44.0,62.0,30.09,29.73,40.0,12.8,0.0,-2.5,21.0,51.0,36.0,280.0,33.0,0.07,0.0,0.0,290.0,26.0,518.0,1835.0,2006-09-08
72518014735,2016-04-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22.0,42.0,47.0,30.39,30.06,35.0,7.3,0.0,-4.9,23.0,53.0,31.0,10.0,26.0,0.00,0.0,0.0,10.0,16.0,516.0,1836.0,2006-09-08
72518014735,2016-04-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",18.0,45.0,37.0,30.39,30.06,35.0,7.1,0.0,-2.3,20.0,58.0,31.0,340.0,22.0,0.00,0.0,0.0,30.0,15.0,514.0,1837.0,2006-09-08
72518014735,2016-04-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21.0,48.0,35.0,30.44,30.11,38.0,5.2,0.0,0.2,17.0,64.0,32.0,30.0,23.0,0.00,0.0,0.0,20.0,16.0,513.0,1838.0,2006-09-08
72518014735,2016-04-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22.0,51.0,34.0,30.45,30.13,40.0,5.5,0.0,2.8,14.0,66.0,35.0,30.0,18.0,0.00,0.0,0.0,320.0,14.0,511.0,1839.0,2006-09-08
72518014735,2016-04-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29.0,56.0,37.0,30.36,30.06,44.0,2.1,0.0,7.4,9.0,76.0,36.0,330.0,13.0,0.00,0.0,0.0,330.0,10.0,509.0,1841.0,2006-09-08
72518014735,2016-04-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",33.0,59.0,39.0,30.17,29.88,48.0,4.6,0.0,10.0,6.0,78.0,40.0,300.0,23.0,T,0.0,0.0,300.0,20.0,508.0,1842.0,2006-09-08
72518014735,2016-04-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31.0,55.0,49.0,30.08,29.73,44.0,12.3,0.0,5.6,10.0,65.0,44.0,330.0,36.0,T,0.0,0.0,320.0,26.0,506.0,1843.0,2006-09-08
72518014735,2016-04-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21.0,52.0,33.0,30.24,29.91,39.0,7.1,0.0,2.2,13.0,62.0,42.0,20.0,25.0,0.00,0.0,0.0,20.0,18.0,505.0,1844.0,2006-09-08
72518014735,2016-04-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31.0,54.0,40.0,30.03,29.74,46.0,5.7,0.0,3.9,11.0,76.0,32.0,140.0,19.0,T,0.0,0.0,170.0,15.0,503.0,1845.0,2006-09-08
72518014735,2016-04-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",48.0,67.0,53.0,29.86,29.55,56.0,6.0,2.0,16.5,0.0,76.0,58.0,230.0,19.0,0.03,0.0,0.0,230.0,16.0,502.0,1846.0,2006-09-08
72518014735,2016-04-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",36.0,53.0,55.0,29.94,29.59,46.0,11.8,0.0,2.1,12.0,64.0,42.0,20.0,27.0,T,0.0,0.0,20.0,20.0,500.0,1847.0,2006-09-08
72518014735,2016-04-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19.0,47.0,32.0,30.07,29.75,37.0,7.2,0.0,-4.3,18.0,58.0,35.0,310.0,21.0,0.00,0.0,0.0,300.0,17.0,459.0,1849.0,2006-09-08
72518014735,2016-04-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",24.0,52.0,36.0,30.0,29.7,40.0,5.1,0.0,0.4,13.0,59.0,45.0,310.0,18.0,T,0.0,0.0,300.0,14.0,457.0,1850.0,2006-09-08
72518014735,2016-04-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",34.0,43.0,81.0,29.82,29.49,38.0,7.1,0.0,-9.0,22.0,47.0,38.0,30.0,18.0,0.51,0.0,0.0,30.0,14.0,456.0,1851.0,2006-09-08
72518014735,2016-04-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27.0,46.0,50.0,29.92,29.59,39.0,8.8,0.0,-6.3,19.0,58.0,34.0,270.0,27.0,0.00,0.0,0.0,320.0,18.0,454.0,1852.0,2006-09-08
72518014735,2016-04-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21.0,47.0,36.0,30.04,29.7,37.0,7.1,0.0,-5.7,18.0,58.0,35.0,40.0,22.0,0.00,0.0,0.0,20.0,17.0,453.0,1853.0,2006-09-08
72518014735,2016-04-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30.0,48.0,49.0,30.1,29.77,41.0,6.7,0.0,-5.0,17.0,59.0,37.0,180.0,20.0,T,0.0,0.0,190.0,15.0,451.0,1854.0,2006-09-08
72518014735,2016-04-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35.0,55.0,48.0,30.18,29.86,46.0,4.9,0.0,1.7,10.0,66.0,44.0,200.0,16.0,0.00,0.0,0.0,200.0,13.0,450.0,1855.0,2006-09-08
72518014735,2016-05-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38.0,49.0,71.0,30.14,29.83,43.0,8.2,0.0,-4.7,16.0,54.0,44.0,170.0,27.0,0.11,0.0,0.0,160.0,17.0,449.0,1857.0,2006-09-08
72518014735,2016-05-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",44.0,49.0,87.0,29.96,29.65,46.0,4.7,0.0,-5.0,16.0,53.0,44.0,170.0,16.0,0.39,0.0,0.0,180.0,12.0,447.0,1858.0,2006-09-08
72518014735,2016-05-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",43.0,51.0,75.0,29.88,29.57,47.0,5.2,0.0,-3.3,14.0,55.0,46.0,10.0,16.0,0.02,0.0,0.0,40.0,12.0,446.0,1859.0,2006-09-08
72518014735,2016-05-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",45.0,50.0,85.0,29.81,29.49,48.0,4.3,0.0,-4.6,15.0,52.0,48.0,180.0,16.0,0.29,0.0,0.0,190.0,12.0,445.0,1900.0,2006-09-08
72518014735,2016-05-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",44.0,53.0,72.0,29.75,29.44,48.0,7.5,0.0,-2.0,12.0,58.0,47.0,40.0,21.0,0.00,0.0,0.0,20.0,15.0,443.0,1901.0,2006-09-08
72518014735,2016-05-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",47.0,57.0,74.0,29.78,29.44,51.0,5.7,0.0,1.7,8.0,63.0,50.0,20.0,19.0,0.24,0.0,0.0,10.0,15.0,442.0,1902.0,2006-09-08
72518014735,2016-05-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",48.0,55.0,74.0,29.75,29.46,52.0,6.0,0.0,-0.6,10.0,66.0,43.0,180.0,22.0,0.00,0.0,0.0,170.0,15.0,441.0,1903.0,2006-09-08
72518014735,2016-05-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40.0,52.0,64.0,29.69,29.35,47.0,16.1,0.0,-3.9,13.0,59.0,45.0,280.0,42.0,0.19,0.0,0.0,300.0,32.0,440.0,1904.0,2006-09-08
72518014735,2016-05-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30.0,50.0,49.0,30.02,29.67,41.0,10.8,0.0,-6.2,15.0,61.0,39.0,290.0,35.0,0.00,0.0,0.0,320.0,28.0,438.0,1905.0,2006-09-08
72518014735,2016-05-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",28.0,52.0,38.0,30.18,29.86,43.0,5.6,0.0,-4.5,13.0,69.0,34.0,290.0,22.0,0.00,0.0,0.0,280.0,15.0,437.0,1906.0,2006-09-08
72518014735,2016-05-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35.0,58.0,41.0,30.16,29.83,48.0,2.7,0.0,1.2,7.0,75.0,40.0,60.0,12.0,0.00,0.0,0.0,20.0,9.0,436.0,1908.0,2006-09-08
72518014735,2016-05-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",36.0,62.0,38.0,30.06,29.77,51.0,5.6,0.0,4.9,3.0,80.0,43.0,170.0,25.0,0.00,0.0,0.0,170.0,18.0,435.0,1909.0,2006-09-08
72518014735,2016-05-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",52.0,58.0,78.0,29.81,29.51,56.0,8.5,0.0,0.6,7.0,64.0,52.0,190.0,29.0,0.46,0.0,0.0,180.0,23.0,434.0,1910.0,2006-09-08
72518014735,2016-05-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",48.0,60.0,68.0,29.67,29.36,53.0,9.8,0.0,2.3,5.0,73.0,46.0,290.0,42.0,0.09,0.0,0.0,290.0,30.0,433.0,1911.0,2006-09-08
72518014735,2016-05-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30.0,46.0,56.0,29.75,29.41,39.0,17.3,0.0,-12.0,19.0,52.0,39.0,280.0,38.0,T,0.0,0.0,290.0,29.0,432.0,1912.0,2006-09-08
72518014735,2016-05-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27.0,49.0,47.0,30.03,29.65,39.0,13.7,0.0,-9.3,16.0,59.0,39.0,290.0,47.0,T,0.0,0.0,290.0,35.0,431.0,1913.0,2006-09-08
72518014735,2016-05-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38.0,53.0,54.0,30.12,29.8,47.0,6.9,0.0,-5.6,12.0,66.0,40.0,270.0,27.0,0.00,0.0,0.0,270.0,20.0,430.0,1914.0,2006-09-08
72518014735,2016-05-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38.0,54.0,54.0,30.13,29.82,47.0,4.1,0.0,-4.8,11.0,69.0,38.0,20.0,15.0,0.00,0.0,0.0,30.0,12.0,429.0,1915.0,2006-09-08
72518014735,2016-05-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",41.0,60.0,54.0,30.1,29.78,50.0,3.6,0.0,0.9,5.0,70.0,49.0,300.0,25.0,T,0.0,0.0,300.0,18.0,428.0,1916.0,2006-09-08
72518014735,2016-05-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",42.0,59.0,54.0,30.2,29.88,51.0,2.5,0.0,-0.4,6.0,75.0,42.0,10.0,15.0,0.00,0.0,0.0,310.0,12.0,427.0,1917.0,2006-09-08
72518014735,2016-05-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",45.0,57.0,60.0,30.04,29.75,52.0,4.2,0.0,-2.7,8.0,69.0,45.0,190.0,15.0,T,0.0,0.0,190.0,13.0,426.0,1918.0,2006-09-08
72518014735,2016-05-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",49.0,65.0,63.0,29.86,29.54,55.0,5.0,0.0,5.0,0.0,75.0,54.0,70.0,33.0,T,0.0,0.0,50.0,24.0,426.0,1919.0,2006-09-08
72518014735,2016-05-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",45.0,66.0,50.0,29.9,29.59,55.0,6.8,1.0,5.7,0.0,81.0,51.0,30.0,26.0,0.00,0.0,0.0,40.0,21.0,425.0,1920.0,2006-09-08
72518014735,2016-05-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",54.0,60.0,76.0,29.93,29.6,57.0,3.6,0.0,-0.6,5.0,67.0,53.0,140.0,14.0,0.03,0.0,0.0,300.0,10.0,424.0,1921.0,2006-09-08
72518014735,2016-05-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",52.0,70.0,58.0,30.01,29.68,60.0,7.8,5.0,9.1,0.0,88.0,51.0,240.0,34.0,T,0.0,0.0,310.0,25.0,423.0,1922.0,2006-09-08
72518014735,2016-05-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",55.0,73.0,54.0,30.05,29.73,63.0,4.1,8.0,11.8,0.0,88.0,58.0,170.0,20.0,0.00,0.0,0.0,180.0,14.0,423.0,1922.0,2006-09-08
72518014735,2016-05-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",61.0,79.0,57.0,30.0,29.68,67.0,8.3,14.0,17.5,0.0,87.0,71.0,190.0,25.0,T,0.0,0.0,200.0,20.0,422.0,1923.0,2006-09-08
72518014735,2016-05-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",64.0,80.0,59.0,30.06,29.74,70.0,2.6,15.0,18.2,0.0,93.0,67.0,290.0,17.0,0.00,0.0,0.0,280.0,12.0,421.0,1924.0,2006-09-08
72518014735,2016-05-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",66.0,79.0,74.0,30.05,29.75,70.0,5.6,14.0,16.9,0.0,89.0,68.0,130.0,23.0,T,0.0,0.0,290.0,17.0,421.0,1925.0,2006-09-08
72518014735,2016-05-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",64.0,75.0,77.0,29.92,29.62,67.0,8.7,10.0,12.5,0.0,84.0,65.0,250.0,23.0,0.61,0.0,0.0,240.0,17.0,420.0,1926.0,2006-09-08
72518014735,2016-05-31T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",51.0,71.0,50.0,29.95,29.62,60.0,10.3,6.0,8.2,0.0,83.0,59.0,290.0,31.0,0.00,0.0,0.0,310.0,21.0,420.0,1927.0,2006-09-08
72518014735,2016-06-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",54.0,71.0,55.0,30.09,29.77,61.0,5.5,6.0,7.9,0.0,85.0,57.0,160.0,23.0,0.00,0.0,0.0,160.0,16.0,419.0,1927.0,2006-09-08
72518014735,2016-06-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",55.0,75.0,54.0,30.07,29.77,62.0,12.1,10.0,11.6,0.0,85.0,64.0,170.0,27.0,0.00,0.0,0.0,180.0,21.0,419.0,1928.0,2006-09-08
72518014735,2016-06-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",61.0,71.0,76.0,30.01,29.69,64.0,10.2,6.0,7.3,0.0,79.0,63.0,170.0,24.0,T,0.0,0.0,180.0,20.0,418.0,1929.0,2006-09-08
72518014735,2016-06-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",56.0,73.0,60.0,29.96,29.66,63.0,1.8,8.0,9.0,0.0,84.0,61.0,20.0,11.0,0.00,0.0,0.0,20.0,8.0,418.0,1930.0,2006-09-08
72518014735,2016-06-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",62.0,68.0,87.0,29.7,29.41,64.0,8.7,3.0,3.7,0.0,71.0,64.0,160.0,32.0,1.29,0.0,0.0,170.0,24.0,418.0,1930.0,2006-09-08
72518014735,2016-06-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",55.0,71.0,60.0,29.6,29.28,61.0,7.0,6.0,6.4,0.0,83.0,59.0,280.0,28.0,0.00,0.0,0.0,280.0,20.0,417.0,1931.0,2006-09-08
72518014735,2016-06-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",55.0,68.0,71.0,29.51,29.21,60.0,8.4,3.0,3.1,0.0,77.0,58.0,300.0,41.0,0.21,0.0,0.0,300.0,31.0,417.0,1931.0,2006-09-08
72518014735,2016-06-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",46.0,59.0,63.0,29.62,29.28,52.0,16.8,0.0,-6.2,6.0,65.0,52.0,260.0,41.0,T,0.0,0.0,310.0,30.0,417.0,1932.0,2006-09-08
72518014735,2016-06-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",40.0,58.0,53.0,29.8,29.47,49.0,16.6,0.0,-7.5,7.0,65.0,50.0,300.0,39.0,0.00,0.0,0.0,300.0,30.0,417.0,1933.0,2006-09-08
72518014735,2016-06-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",39.0,61.0,45.0,29.97,29.64,50.0,10.7,0.0,-4.8,4.0,74.0,47.0,300.0,30.0,0.00,0.0,0.0,280.0,22.0,417.0,1933.0,2006-09-08
72518014735,2016-06-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",50.0,57.0,82.0,29.85,29.57,53.0,2.9,0.0,-9.1,8.0,68.0,45.0,100.0,14.0,0.45,0.0,0.0,220.0,12.0,416.0,1934.0,2006-09-08
72518014735,2016-06-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",48.0,61.0,63.0,29.7,29.36,54.0,14.0,0.0,-5.4,4.0,69.0,52.0,300.0,38.0,T,0.0,0.0,310.0,28.0,416.0,1934.0,2006-09-08
72518014735,2016-06-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",47.0,59.0,65.0,29.83,29.51,52.0,14.7,0.0,-7.7,6.0,66.0,52.0,280.0,35.0,T,0.0,0.0,290.0,28.0,416.0,1935.0,2006-09-08
72518014735,2016-06-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",45.0,62.0,53.0,29.92,29.59,54.0,9.4,0.0,-5.0,3.0,77.0,47.0,300.0,24.0,0.00,0.0,0.0,290.0,20.0,416.0,1935.0,2006-09-08
72518014735,2016-06-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",48.0,67.0,48.0,29.9,29.59,57.0,4.2,2.0,-0.3,0.0,83.0,51.0,280.0,20.0,0.00,0.0,0.0,270.0,14.0,416.0,1935.0,2006-09-08
72518014735,2016-06-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",52.0,72.0,51.0,29.78,29.47,61.0,5.3,7.0,4.5,0.0,85.0,58.0,20.0,25.0,0.00,0.0,0.0,20.0,17.0,416.0,1936.0,2006-09-08
72518014735,2016-06-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",47.0,69.0,47.0,29.96,29.62,57.0,4.8,4.0,1.2,0.0,81.0,56.0,60.0,20.0,0.00,0.0,0.0,60.0,16.0,417.0,1936.0,2006-09-08
72518014735,2016-06-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",51.0,71.0,49.0,30.19,29.85,60.0,3.1,6.0,2.9,0.0,86.0,55.0,170.0,22.0,0.00,0.0,0.0,170.0,17.0,417.0,1936.0,2006-09-08
72518014735,2016-06-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",54.0,75.0,47.0,30.23,29.92,63.0,6.2,10.0,6.7,0.0,91.0,59.0,180.0,23.0,0.00,0.0,0.0,180.0,17.0,417.0,1937.0,2006-09-08
72518014735,2016-06-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",60.0,78.0,55.0,30.0,29.73,66.0,9.7,13.0,9.4,0.0,91.0,64.0,200.0,23.0,0.00,0.0,0.0,210.0,18.0,417.0,1937.0,2006-09-08
72518014735,2016-06-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",50.0,68.0,50.0,29.8,29.49,59.0,11.8,3.0,-0.8,0.0,80.0,56.0,310.0,32.0,0.07,0.0,0.0,300.0,25.0,417.0,1937.0,2006-09-08
72518014735,2016-06-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",46.0,65.0,54.0,29.84,29.52,54.0,8.4,0.0,-4.1,0.0,77.0,52.0,290.0,36.0,T,0.0,0.0,280.0,26.0,417.0,1937.0,2006-09-08
72518014735,2016-06-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",46.0,66.0,49.0,29.88,29.56,56.0,5.5,1.0,-3.3,0.0,83.0,49.0,330.0,23.0,0.00,0.0,0.0,320.0,18.0,418.0,1937.0,2006-09-08
72518014735,2016-06-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",49.0,68.0,51.0,30.06,29.72,58.0,2.6,3.0,-1.5,0.0,83.0,53.0,50.0,16.0,0.00,0.0,0.0,40.0,12.0,418.0,1937.0,2006-09-08
72518014735,2016-06-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",55.0,71.0,56.0,30.15,29.83,62.0,2.6,6.0,1.3,0.0,88.0,54.0,170.0,17.0,0.00,0.0,0.0,180.0,13.0,418.0,1938.0,2006-09-08
