,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,target
46593,14.0,35374.6,3159.883333333333,3,6,25,2.0,12,10.0,9.6,6.0,2303.35,31.92835672609177,16.25,29.49308118700687,40.915,485.58,0
34919,38.0,119877.15,9942.7625,0,5,10,3.0,12,3.0,4.69,4.0,152.07,39.49153175424277,18.25,239.7093039270492,388.656,625.911,1
3716,45.0,16718.08,3093.745000000001,8,10,25,5.0,61,20.0,28.03,6.0,2931.99,36.13903945554775,8.583,41.40894222721517,51.521,348.787,0
41153,35.0,18371.27,1295.9391666666668,10,10,27,5.0,59,17.0,8.17,6.0,2307.33,33.52499240044744,10.417,52.00120160422738,49.863,307.73,0
7526,42.0,99480.44,8532.036666666667,8,5,17,3.0,27,5.0,8.06,2.0,1287.76,30.901481259413075,24.917,163.58884678932213,398.374,571.241,1
43731,41.0,39231.42,3202.285,6,9,23,3.0,34,8.0,8.33,8.0,1720.78,38.00177728770839,15.0,49.07273644040175,102.644,428.512,0
24659,24.0,20196.67,1679.055833333333,9,9,17,7.0,46,809.0,26.96,11.0,2971.91,31.339154756844987,5.833,66.81100360999389,57.112,313.982,0
24944,55.0,12975.45,1218.2875,3,6,15,0.0,6,1996.0,15.91,4.0,566.98,38.25230782066237,26.167,0.0,39.009,362.82,1
21163,45.0,24282.15,1875.5125,4,6,2302,0.0,34,14.0,-0.08,0.0,923.75,34.39946452722508,32.333,0.0,63.888,383.663,1
38297,37.0,31244.71,2443.725833333333,3,4,8,0.0,6,12.0,-0.37,0.0,1203.18,35.568878987212365,16.25,0.0,328.934,205.439,2
44513,32.0,16276.325,1210.3604166666669,5,5,11,1.0,10,6.0,4.47,4.0,711.8,23.95151396013797,32.5,11177.0,33.677,324.783,0
35154,27.0,67512.6,5804.05,7,6,31,3.0,28,11.0,13.48,11.0,2342.79,27.06722211931456,9.917,88.99393704043982,105.275,626.136,1
33202,30.0,77561.64,6604.47,7,4,16,-100.0,24,17.0,10.36,2.0,680.25,28.242045170743108,17.5,141.764826068233,528.458,280.225,1
43735,42.0,39231.42,3202.285,6,9,23,3.0,37,8.0,12.33,8.0,1720.78,41.029970919793264,15.333,49.07273644040175,97.241,423.915,0
24380,21.0,29937.85,2605.820833333333,0,1,2,1.0,8,3.0,2.05,6.0,720.68,23.41267545119989,18.667,20.7794132937915,189.451,340.352,1
28223,38.0,10363.95,786.6625,10,8,25,2.0,49,15.0,12.24,12.0,2220.97,33.881668958264896,10.167,11.451281670970676,105.919,251.296,0
32581,34.0,14243.265,1303.93875,1,1,7,1.0,7,7.0,5.06,6.0,1008.32,24.44442545351401,26.333,11.732090870522017,138.261,270.4,1
42824,34.0,31433.97,3093.745000000001,3,3,16,0.0,18,16.0,6.99,3.0,188.89,35.02540930473662,32.583,0.0,165.218,404.632,1
52323,47.0,90729.48,7299.79,4,4,15,3.0,20,9.0,0.93,3.0,46.92,29.4363925725454,28.5,183.31121177467185,234.529,562.139,1
43310,48.0,73639.72,6119.6433333333325,6,7,18,0.0,33,10.0,15.06,3.0,1433.03,36.484672815806114,19.667,0.0,154.677,707.287,1
33520,54.0,21434.275,1790.1895833333335,1,5,3,3.0,9,5.0,4.54,3.0,166.49,25.35213347009517,15.583,49.59958594514175,111.033,298.386,2
32493,35.0,14489.475,1457.45625,5,4,8,0.0,0,14.0,1.58,927.0,759.09,29.233011143182416,18.75,0.0,170.401,265.344,1
69288,43.0,134327.56,3093.745000000001,4,6,13,2.0,3,19.0,11.11,1.0,1077.5,39.98988506300277,26.917,187.67681271061744,384.847,818.673,1
48296,31.0,15330.305,3093.745000000001,4,5,5,4.0,15,19.0,9.03,4.0,672.49,37.00863622376095,17.833,46.38894479341669,139.367,217.796,2
49228,22.0,18738.44,3093.745000000001,10,6,20,9.0,22,14.0,14.93,8.0,2748.17,37.12846755509153,1.417,136.2930223861058,110.399,174.462,1
17406,36.0,89780.85,7647.7375,4,5,12,4.0,5,5.0,9.64,2.0,540.26,24.20006461445217,24.25,186.46847727253527,323.767,534.538,2
393,38.0,95956.5,8279.375,8,4,11,2.0,23,10.0,11.94,2.0,1079.73,35.74006714971697,31.667,95.5216287821567,265.312,717.104,1
1662,36.0,94454.1,8102.175,1,4,5,3.0,9,8.0,1.63,6.0,1342.61,28.37559046222889,30.25,152.50689472836868,10000.0,738.332,2
20459,20.0,81793.56,6769.13,6,7,19,3.0,10,14.0,4.47,2.0,1208.29,25.55780886447596,29.583,124.45911633651887,860.956,336.71900000000005,1
40949,42.0,83669.52,6869.46,8,6,17,3.0,16,9.0,12.22,4.0,1234.99,41.14691627515202,16.833,3418.0,74.655,672.765,1
29572,44.0,71889.08,6266.756666666667,7,8,22,3.0,43,11.0,18.49,15.0,2461.32,29.209218074064108,20.25,109.66077700968592,41.451,715.564,0
59834,32.0,85770.42,7386.535,4,6,3,2.0,9,9.0,7.15,2.0,257.8,40.60310915729037,16.833,75.05142237034735,82.959,820.643,2
31119,28.0,19841.0,1756.416666666667,6,10,17,5.0,51,22.0,17.88,11.0,2538.06,35.92263022007135,5.75,79.74213528853372,74.88,291.02,0
30899,31.0,17004.86,1231.0716666666667,10,10,18,2.0,24,19.0,3.49,8.0,1261.59,31.56757401106382,12.667,25.022768764738228,52.485,315.599,0
10742,42.0,36690.32,3093.745000000001,3,3,9,6.0,10,17.0,14.07,6.0,874.85,26.765559820718323,16.75,134.08829152404385,43.334,364.83,1
53199,23.0,59240.0,4697.666666666667,6,5,9,2.0,14,14.0,11.56,2.0,469.89,31.12733264963033,17.75,69.26616417252536,147.567,502.934,1
51316,32.0,16017.57,1202.7975,1,7,3,1.0,4,11.0,1.59,3.0,789.47,28.37062486095897,18.25,7.428221880090812,88.023,314.828,1
66756,40.0,33717.92,2952.8266666666664,10,9,17,7.0,54,15.0,6.03,9.0,1298.16,29.254705422655288,10.75,180.74039595692503,275.491,129.051,1
19003,28.0,13913.795,1156.4829166666666,7,4,11,3.0,24,15.0,11.01,0.0,1470.31,40.174713100298135,18.25,24.63645068825372,83.634,287.377,1
34880,37.0,17476.72,1549.3933333333334,8,7,5,2.0,5,19.0,13.23,0.0,1470.22,34.66551566229596,26.917,24.914186274761462,82.105,337.92,1
9338,22.0,131235.75,11085.3125,3,4,4,4.0,3,4.0,2.09,4.0,1048.29,29.511267823703328,22.25,343.3022949455576,211.074,794.155,2
48141,48.0,97609.35,7327.620936037323,5,3,11,1.0,30,11.0,4.78,0.0,573.35,40.50907086310673,18.25,923.8348486030224,169.571,850.197,2
25473,38.0,62805.48,5247.79,6,7,30,5.0,31,22.0,0.85,11.0,1584.95,30.00500191581273,18.25,134.01028824172923,526.108,144.66,0
5908,48.0,165002.4,13725.2,4,3,9,1.0,12,6.0,4.43,3.0,108.82,36.49100773478064,20.5,123.58133652852656,1038.914,500.024,2
30322,28.0,38212.84,3093.745000000001,7,10,23,8.0,33,22.0,6.4,8.0,1384.44,34.49211601969025,18.25,148.66472537381816,412.873,59.102,0
58901,27.0,20487.1,1622.2583333333332,8,10,20,3.0,35,20.0,8.75,7.0,2654.31,38.23163058074546,5.5,30.62296452629753,36.912,334.691,1
48778,24.0,19070.065,1411.1720833333331,3,5,11,3.0,14,5.0,8.42,3.0,801.19,29.03375557762905,18.583,35.00184715521044,160.237,235.879,0
11587,32.0,20341.87,3093.745000000001,8,9,34,7.0,28,18.0,20.74,10.0,4006.34,24.17041900955676,8.167,75.54384988310204,58.583,276.389,1
22539,29.0,24795.16,1807.263333333333,8,6,20,0.0,27,11.0,12.26,0.0,664.38,38.0246935569107,27.5,0.0,71.47,359.256,2
54322,53.0,20875.67,1536.6391666666666,5,3,10,4.0,7,17.0,8.49,1.0,1363.29,31.8229772808313,22.0,38.072524934070174,89.403,316.188,1
39917,54.0,141219.08,11761.256666666664,5,7,11,0.0,12,10.0,7.15,6.0,1126.33,31.44334849388125,19.667,0.0,490.688,955.438,1
65671,18.0,33890.2,2194.187321103021,8,4,12,2.0,5,18.0,11.12,7.0,1289.03,33.724112959205875,28.0,394.9849696990743,196.113,307.617,1
38141,20.0,20275.97,1623.664166666667,9,9,16,2.0,15,20.0,15.32,9.0,1803.18,35.2542609815536,19.583,26.113138972064466,78.47,347.783,0
35265,22.0,59214.6,5120.55,7,10,27,9.0,34,23.0,20.47,8.0,2814.81,30.48979738076621,2.917,388.1756411751363,315.17,68.709,1
7538,34.0,31741.57,2858.130833333333,4,4,15,1.0,23,6.0,7.78,7.0,1231.17,25.30275247024741,31.917,16.904100749323593,296.61,262.299,1
13683,47.0,29085.38,2200.7816666666668,3,5,16,4.0,35,12.0,15.71,2.0,328.7,35.15675245313547,24.917,88.0186284700699,195.635,226.424,1
47715,31.0,18390.3,1626.525,9,10,26,-100.0,49,22.0,24.89,10.0,3383.55,33.3325232112848,0.583,52.422056164616926,215.553,184.677,1
52263,27.0,43319.96,3777.9966666666655,3,7,3,0.0,12,14.0,3.47,0.0,572.17,29.62646919398644,18.667,0.0,89.706,558.093,0
23414,48.0,33388.1,2599.3416666666667,6,4,8,0.0,15,14.0,6.51,2.0,589.89,31.5783150986922,20.333,0.0,242.966,296.968,1
32003,51.0,151160.64,12758.72,1,6,1,0.0,7,9.0,-1.55,4.0,1139.22,34.146041794456075,22.333,0.0,220.167,1305.705,0
14376,43.0,102626.97,8733.2475,1,4,2,4.0,2,6.0,7.78,1.0,1179.1,34.17983627068479,30.667,223.40820068628773,529.901,390.016,2
62765,16.0,41391.06,3358.255,7,4,10,0.0,30,10.0,3.4,1004.0,759.29,32.61364853395923,11.5,0.0,79.13,506.696,0
27719,27.0,8493710.0,3136.363333333333,4,4,7,1.0,6,16.0,13.03,0.0,90.37,34.47893561077973,25.5,28.44768635480066,130.305,434.883,1
13712,48.0,41235.33,3093.745000000001,3,3,1,3.0,12,7.0,0.93,0.0,734.69,30.02029729318172,16.417,78.37418745414423,292.687,257.366,1
45195,19.0,17585.29,1571.440833333333,7,7,33,5.0,28,10.0,18.86,12.0,2559.02,24.652361367256283,8.5,44.78245155757031,137.223,255.138,0
38849,41.0,118988.19,9680.6825,5,3,3,3.0,1,7.0,9.4,1.0,707.24,36.219378862799175,31.167,198.14710996805783,264.429,785.492,1
38975,23.0,17535.65,3093.745000000001,8,7,29,6.0,18,18.0,19.11,10.0,1485.54,38.00063661153502,20.667,81.70490745142334,90.395,236.93,0
21751,47.0,31254.23,2665.5191666666665,0,6,4,4.0,12,2.0,9.94,6.0,783.52,36.80974643979841,30.167,74.50361697815286,340.987,141.061,1
41843,35.0,128423.36,10636.946666666669,6,4,12,5.0,9,14.0,17.32,6.0,527.06,26.3642933634968,15.0,339.1128757118708,551.198,443.384,1
44443,44.0,16167.61,1548.3008333333337,7,8,31,9.0,42,20.0,25.94,6.0,3106.79,22.935092373035825,5.917,104.46550389740196,131.745,208.62,1
23494,17.0,63340.32,5345.36,7,7,21,6.0,35,9.0,7.72,6.0,1571.84,33.28904295786013,19.833,234.8938354064848,98.039,451.603,0
819,24.0,61008.0,5235.0,10,5,32,4.0,16,19.0,19.44,12.0,1755.81,32.8558700175004,9.0,20478.0,73.601,500.473,0
39046,33.0,22233.98,1933.831666666667,5,6,3,4.0,5,0.0,3.24,2.0,1320.47,30.44122033971171,29.25,39.59802419086021,242.282,201.504,1
2537,49.0,134810.13,10998.1775,5,7,6,2.0,4,0.0,10.54,4.0,744.97,29.871763619032432,32.167,199.8420984910315,766.78,413.196,2
28269,40.0,35760.12,3093.745000000001,8,8,33,6.0,19,16.0,6.61,11.0,1656.52,32.367057443128424,12.25,99.85235977419757,39.038,391.51,1
10499,23.0,14790.965,1369.580416666667,5,7,17,1.0,5,15.0,10.64,6.0,1382.27,22.875609081141228,5.833,10.899070864736256,95.41,290.649,1
45012,31.0,8535.405,611.28375,7,5,34,2.0,41,17.0,16.18,10.0,1525.95,29.915743720864374,19.75,7.981570049242603,23.175,299.972,0
27477,22.0,28405.61,3093.745000000001,7,7,6,3.0,28,19.0,8.42,4.0,582.97,24.94727394359541,23.167,56.95897502725664,347.465,150.089,1
69853,21.0,15051.065,1156.2554166666666,5,7,20,2.0,25,12.0,14.85,9.0,1455.55,33.27175804218436,31.167,24.26990424741696,108.321,263.034,1
68648,18.0,38992.57,3144.380833333333,3,3,3,0.0,7,6.0,4.23,6.0,1059.46,32.38586544145906,24.833,0.0,249.984,334.454,1
38147,19.0,20067.05,3093.745000000001,10,25,34,-100.0,24,24.0,17.94,11.0,4097.1,28.21790504809152,0.917,62.46075235753785,117.798,275.067,1
26059,42.0,126530.4,10535.2,1,5,5,2.0,15,5.0,3.54,8.0,953.26,38.00987329058815,18.25,140.49240243220748,250.413,902.615,2
60288,24.0,117201.39,9712.7825,5,1,5,1.0,13,4.0,8.33,3.0,1453.22,35.494649497822344,27.833,2523.0,214.801,938.741,2
2283,47.0,48411.24,4306.27,8,3,3,4.0,17,14.0,4.04,1.0,821.27,32.37493076237675,18.5,82.22147115066043,152.924,445.482,1
26385,30.0,35989.5,3039.125,7,6,26,7.0,14,22.0,8.66,9.0,1754.71,34.889871806682585,8.667,184.38519302931,116.615,292.913,0
18194,39.0,44512.24,3701.353333333333,8,4,13,3.0,6,8.0,18.8,4.0,939.29,25.33338558461157,22.5,71.90679931444103,256.882,311.346,1
17284,22.0,71903.26,5739.938333333333,8,4,13,5.0,18,13.0,9.38,5.0,541.54,31.772810177795968,16.167,166.45605558742346,395.117,302.421,1
34763,38.0,95401.47,8171.1225,7,7,20,4.0,26,10.0,19.38,2.0,921.31,34.44286382243658,18.833,230.0957676172412,267.809,569.207,1
24961,21.0,28560.71,2444.0591666666664,4,7,12,1.0,3,11.0,5.79,2.0,24.57,31.05030271987352,28.0,13.797062646438716,62.265,408.344,1
57250,31.0,7711.97,395.66416666666674,10,5,29,7.0,57,21.0,25.08,1343.0,4709.03,32.80429090842103,0.5,29.560299819957542,21.386,248.62,0
4892,30.0,15656.82,1557.735,8,10,18,6.0,32,16.0,0.88,2161.0,1997.18,29.60085927804146,14.0,42.52019054057048,164.812,238.441,1
10756,45.0,17458.44,3093.745000000001,9,9,15,6.0,15,22.0,1.35,12.0,2816.06,32.14171606716893,8.25,66.40302649962311,10000.0,243.136,0
45801,19.0,67730.0,5697.166666666668,3,4,8,0.0,10,0.0,1.63,3.0,626.34,40.24066113272887,27.417,0.0,212.383,607.333,2
23577,34.0,20700.455,1870.037916666667,3,4,5,3.0,10,14.0,6.51,5.0,1199.47,36.62085766135551,18.25,38.72608300260938,146.97,271.308,2
5867,36.0,22250.525,1945.2104166666668,4,4,7,0.0,20,4.0,3.1,2.0,1443.78,24.769022533147982,30.167,0.0,134.404,350.117,0
68659,45.0,17324.7,1273.725,9,8,672,5.0,31,25.0,7.91,8.0,1656.28,31.22236184023505,9.417,47.30995958523498,98.71,271.353,0
21024,39.0,38365.21,3258.100833333333,4,4,5,2.0,6,11.0,1.16,0.0,121.17,32.463877535878765,28.583,35.007025499209426,10000.0,501.665,2
27879,20.0,79284.92,6426.076666666668,8,5,15,-100.0,19,23.0,23.72,6.0,2761.46,26.15400099734048,1.75,374.3950465171338,222.384,325.829,0
52206,31.0,7621.8,914.15,6,10,28,6.0,18,14.0,27.01,14.0,4128.98,32.196642090614866,6.833,24.906263362349712,0.0,298.881,2
25709,21.0,18925.44,1330.12,9,9,29,5.0,27,14.0,6.14,10.0,2857.33,26.729749093676705,2.25,44.74583077631063,31.445,316.822,1
46335,26.0,89956.16,7650.346666666667,5,6,19,5.0,30,11.0,10.3,8.0,1239.81,32.70446337485123,18.25,299.4974859845861,197.756,517.781,1
39449,16.0,18980.76,3093.745000000001,7,5,15,7.0,42,20.0,19.86,6.0,4561.34,27.5058240846272,0.417,102.98964238186709,197.201,164.782,0
31670,46.0,56830.82,4618.901666666667,3,7,5,3.0,12,10.0,-1.97,7.0,140.59,32.11806092100798,28.583,92.50592257129342,67.72,541.664,2
62118,27.0,7709.355,845.44625,7,4,32,5.0,16,16.0,14.92,8.0,1510.15,30.506719892533965,12.75,27.685002227766272,27.508,309.351,0
50560,27.0,22147.105,3093.745000000001,0,4,4,1.0,4,2.0,10.09,3.0,947.58,25.85602712212545,19.917,9.829845999398689,109.249,334.781,1
14222,46.0,42237.36,3725.78,5,7,4,4.0,8,8.0,6.0,3.0,1170.65,34.25231681484749,25.833,98.45588688009369,74.801,449.322,0
66190,18.0,57921.74,4772.8116666666665,4,3,11,3.0,7,8.0,-1.01,3.0,978.88,40.61933065671355,28.667,94.3673126042464,88.379,534.534,1
65786,17.0,18425.6,1690.4666666666665,3,3,32,5.0,20,14.0,17.8,4.0,1773.7,30.43116392838732,11.0,67.23257019006239,115.703,246.111,0
40456,46.0,45034.34,4021.861666666666,4,7,8,2.0,10,13.0,4.3,0.0,36.56,29.168812321621186,22.833,48.72639377777586,242.334,381.126,2
38233,33.0,10426.61,3093.745000000001,5,4,5,1.0,30,11.0,11.35,3.0,656.86,38.17050419901482,31.167,11847.0,55.248,314.046,1
9709,23.0,72207.52,5881.293333333334,6,7,21,5.0,44,22.0,9.61,16.0,1803.68,26.15336310986569,13.167,287.62379206379217,231.156,319.349,0
28874,40.0,20015019.0,2321.4500000000007,5,7,8,4.0,7,14.0,10.95,6.0,1496.06,39.542065963538775,20.0,66.36791773064007,111.827,333.95,1
53200,39.0,15898.59,1059.8825,8,6,15,6.0,26,18.0,22.17,9.0,2552.86,31.73022928363612,3.167,72.01043750385405,101.371,212.607,1
63720,32.0,14613.65,1334.8041666666666,8,8,22,6.0,21,14.0,9.63,9.0,2882.07,23.475833802774524,18.25,67.9758190597178,171.759,183.745,1
1675,44.0,36980.1,3352.675,6,10,29,6.0,57,14.0,9.55,14.0,2403.26,31.967299701914968,17.333,174.0872208516925,183.844,267.337,1
18546,29.0,62848.88,5070.406666666667,7,7,8,5.0,16,19.0,17.34,4.0,2680.87,31.041549540889,6.583,243.7555005240272,209.704,333.582,1
69256,48.0,169710.52,3093.745000000001,2,3,3,2.0,24,8.0,10.41,2.0,1334.35,41.53882499281343,17.333,282.0051257878501,811.616,604.533,0
46116,46.0,21426.07,1511.5058333333334,5,7,16,7.0,29,19.0,13.79,7.0,1024.27,29.08775262619361,15.417,117.26678653680165,68.093,225.79,1
61236,26.0,34767.12,2737.26,3,6,14,6.0,16,14.0,8.79,6.0,2084.72,36.07192983664383,18.25,146.48738724749663,61.31,325.928,0
45245,36.0,16633.78,1613.148333333333,5,3,10,3.0,9,3.0,11.2,4.0,110.89,31.62370492196976,21.5,40.15058774350474,78.935,332.23,1
61859,44.0,106882.84,8882.903333333334,6,6,18,0.0,21,19.0,10.88,4.0,332.47,36.67540821239898,26.083,0.0,192.952,945.338,1
48791,45.0,28566.01,2385.500833333333,6,6,15,6.0,22,18.0,19.32,8.0,479.65,35.21562522335414,17.917,72.54576042852194,263.524,192.481,1
7356,45.0,63501.72,5471.81,9,8,21,2.0,18,20.0,8.27,13.0,2056.37,25.12095324666571,10.0,105.23868742935784,539.738,182.204,0
5695,54.0,42048.24,3093.745000000001,6,4,5,2.0,22,8.0,9.54,4.0,975.52,29.976831427506948,29.417,53.58146325969543,107.647,464.574,2
56664,22.0,23767.59,3093.745000000001,8,7,7,4.0,26,17.0,9.15,7.0,140.57,25.20532597326836,19.417,46.79928931592643,39.444,378.22,1
15309,35.0,60830.92,3093.745000000001,0,1,11,4.0,16,3.0,14.41,0.0,133.63,32.30230050462445,23.667,159.79934699914432,155.018,449.607,2
28533,38.0,30813.68,2289.806666666667,3,3,8,4.0,12,10.0,6.93,2.0,1312.2,26.79516010190027,18.667,56.05555563164189,70.267,352.658,2
35579,46.0,36742.54,2893.8783333333336,3,6,9,4.0,22,14.0,19.73,9.0,1149.65,35.568531638121364,6.0,80.43489216058977,233.505,245.448,1
65153,33.0,31722.09,2577.5075,7,5,9,1.0,7,17.0,1.74,3.0,401.31,37.61307368460884,30.917,25.43561403618897,94.993,407.322,2
27868,50.0,61683.18,3093.745000000001,4,3,3,4.0,10,4.0,8.29,3.0,629.16,34.66385780023918,18.25,128.38435686590014,101.893,513.849,2
44235,25.0,45652.17,3888.3475,8,6,13,7.0,1,15.0,17.94,8.0,28.54,39.56733947235925,10.583,160.47330357380238,10000.0,315.595,1
2223,52.0,32663.41,2879.9508333333333,1,5,3,4.0,8,4.0,1.28,2.0,1067.3,36.43261913611677,16.917,55.40536573947087,337.122,185.468,2
13014,38.0,61190.52,3093.745000000001,1,6,1,4.0,15,5.0,10.31,2.0,1348.97,34.20125948393701,25.333,105.3302829697206,71.15,549.341,1
61311,25.0,48423.15,4044.2625,8,5,27,9.0,20,25.0,7.39,7.0,1619.77,37.35515904222056,12.5,241.67397977133544,359.134,83.619,0
1180,20.0,33502.1,3093.745000000001,7,9,27,6.0,57,20.0,7.06,9.0,2362.68,24.18776123612623,18.25,158.60792715213003,123.568,296.908,0
18547,29.0,62848.88,3093.745000000001,7,7,8,5.0,13,19.0,17.34,4.0,2680.87,29.13971044739504,6.667,767.9473449981258,232.324,310.961,2
67359,19.0,18282.34,1769.5283333333334,5,10,34,6.0,14,16.0,24.0,12.0,1310.97,29.08616768959937,8.75,85.69683656090676,179.05,202.206,0
65204,51.0,40067.96,3093.745000000001,0,4,4,0.0,-2,9.0,3.45,0.0,401.8,29.00336676829125,16.583,61031.0,171.855,480.145,1
17290,35.0,65644.4,5275.366666666666,10,9,32,-100.0,28,18.0,25.61,10.0,3057.46,30.790390343416234,8.917,279.68481669606626,200.37,297.481,1
61310,25.0,48423.15,4044.2625,8,5,27,9.0,20,27.0,7.39,7.0,1619.77,30.59304804437869,12.417,241.67397977133544,198.512,224.24,0
44797,26.0,59112.81,4802.0675,5,7,8,3.0,15,8.0,10.12,8.0,1421.95,32.409053428862784,22.5,112.19151340265836,280.973,347.042,1
38997,32.0,82892.4,6685.7,7,9,29,9.0,20,22.0,27.96,7.0,3885.46,26.47821299598657,12.5,432.5257530425988,91.533,384.512,1
53130,55.0,60498.6,5147.55,7,6,12,-100.0,30,18.0,11.92,3.0,736.07,41.1934783842338,26.417,47.9282096116055,56.082,650.744,1
27174,45.0,19547.065,1486.9220833333331,3,2,8,3.0,18,12.0,5.14,5.0,824.36,29.183160656830548,32.333,46.36255908582618,86.748,295.581,2
37450,18.0,18226.13,1383.844166666667,8,3,15,5.0,17,20.0,13.9,4.0,1125.37,26.043268976472262,19.083,61.35256821747503,181.593,185.439,1
52944,25.0,68984.84,3093.745000000001,8,7,9,3.0,8,10.0,8.28,8.0,1112.47,39.0586931432825,8.667,166.33459833245556,132.246,522.093,1
61717,51.0,36549.68,3074.806666666667,0,5,12,0.0,15,6.0,4.58,4.0,1051.86,27.733222628375543,22.833,0.0,200.42,387.061,0
10023,23.0,33882.6,2841.55,6,7,5,2.0,8,10.0,7.55,6.0,1240.48,39.53587298228472,9.0,36.26074809289355,384.14,153.754,1
65069,17.0,8400.715,3093.745000000001,8,10,29,4.0,17,14.0,8.08,10.0,1414.23,35.240814531726905,17.167,19.658402710573405,0.0,264.113,1
27160,32.0,30962.65,2711.2208333333333,8,4,11,0.0,23,13.0,6.4,1.0,716.42,23.63895306704599,23.333,0.0,340.211,220.911,1
64568,20.0,11183.865,1066.98875,8,7,5,4.0,16,8.0,1.59,3.0,304.5,32.47710679322811,24.75,31.61086838321392,48.419,306.669,2
30119,35.0,10466.825,573.1225604167419,9,10,30,4.0,54,19.0,8.54,9.0,1519.71,28.0872233162438,12.333,96.8675528827244,44.27,264.499,1
6217,20.0,30783.88,2722.3233333333333,5,6,16,2.0,15,16.0,13.73,6.0,960.38,24.720990878582665,10.75,35.788055419196205,38.327,448.117,1
27904,49.0,14831.815,3093.745000000001,5,5,6,2.0,17,12.0,8.17,1.0,1490.48,27.31763254540376,27.833,22.613914641131377,69.176,307.909,1
13637,23.0,81298.72,3093.745000000001,9,8,22,5.0,50,15.0,16.15,12.0,4666.2,39.65407792476128,8.833,208.7553936396673,155.178,552.956,1
38561,16.0,45491.7,4056.975,3,7,20,3.0,20,20.0,15.3,7.0,634.36,35.38307232340015,26.667,78.40134147125701,126.469,480.827,1
20494,40.0,32540.8,2816.733333333333,10,10,29,9.0,32,25.0,16.54,6.0,2571.84,37.97741279869256,6.083,138.50000300952672,62.779,330.394,0
14364,41.0,21384.94,1646.0783333333331,4,4,15,2.0,22,15.0,16.37,5.0,691.53,38.22841032951041,18.25,22.09562499959782,104.181,328.331,1
27044,23.0,126664.28,10474.356666666668,7,7,18,2.0,20,14.0,8.84,12.0,270.36,34.27903245419247,32.5,149.18057183225451,321.806,846.449,1
51604,32.0,17733.32,1687.7766666666666,5,5,19,3.0,8,8.0,8.73,3.0,111.83,25.776014808816434,21.0,25.97846029654173,139.261,273.538,1
64636,26.0,9622.625,905.8854166666664,5,5,16,5.0,8,10.0,18.07,5.0,1836.2,32.9196897950136,11.583,29.799562938173555,135.926,298.491,0
7272,23.0,42384.08,3093.745000000001,3,4,4,0.0,23,22.0,9.55,4.0,887.44,28.1563581337798,23.417,0.0,305.299,294.302,1
14042,32.0,10380.655,1122.0545833333335,3,5,19,5.0,23,8.0,17.04,8.0,2417.2,31.462756957960803,8.833,24.14549591480356,44.227,333.833,0
13826,18.0,107774.28,9142.19,1,7,10,2.0,14,6.0,2.78,2.0,937.74,28.36873111353188,20.417,128.76240998659216,76.721,948.735,1
58504,45.0,69279.38,5836.281666666668,4,6,8,0.0,6,11.0,5.25,1.0,1475.0,33.78079864036971,19.917,0.0,159.246,674.382,1
29962,43.0,61503.66,4972.305,7,4,11,4.0,5,14.0,11.89,2.0,1150.36,38.31081383216801,18.25,179.64334158795918,207.261,370.327,2
45866,29.0,42316.4,3627.366666666667,7,4,15,2.0,23,7.0,14.59,1.0,1188.1,31.541792764557467,18.25,53.58450435787638,421.532,177.621,1
218,32.0,43070.24,3622.186666666666,3,3,18,1.0,15,8.0,12.97,4.0,1233.1,28.361166154311103,19.333,30.57608482316153,50.509,521.133,1
20062,24.0,58144.56,4791.38,6,3,8,3.0,30,14.0,18.84,5.0,2466.95,26.270985501535872,18.917,75.29088273392074,486.148,207.7,0
18892,21.0,72576.04,5934.003333333332,5,3,7,4.0,5,8.0,3.27,1.0,478.74,28.71002712964939,24.75,197.00993175170268,172.175,504.215,2
12395,51.0,106876.77,9149.3975,4,5,12,1.0,14,1832.0,8.24,1506.0,356.07,32.939800686786015,29.083,62.24258065692497,69.89,1022.808,2
39757,23.0,19253.6,1823.4666666666665,8,6,18,9.0,47,18.0,-0.58,13.0,3671.25,23.20990807185672,4.833,125.9126095331716,10000.0,238.26,0
25661,26.0,19215.09,1460.2575,5,6,31,5.0,25,17.0,11.0,6.0,1680.4,35.98174674420118,5.75,56.96234984044786,183.521,195.543,0
59541,42.0,30984.66,3093.745000000001,7,6,18,0.0,23,15.0,6.0,7.0,473.86,28.98581358330304,26.667,0.0,75.979,438.727,0
69280,20.0,132273.75,10800.8125,5,4,4,2.0,-2,5.0,6.46,3.0,827.64,43.77924320180279,25.083,144.70131218682718,248.051,927.329,1
3713,45.0,16718.08,3093.745000000001,8,10,25,-100.0,61,14.0,28.03,6.0,2931.99,30.634922382263483,8.333,41.40894222721517,86.062,324.247,1
1734,30.0,173196.32,14258.026666666668,4,7,9,1.0,7,5.0,6.06,4.0,967.23,32.95695675199937,28.917,107.8108996477876,548.267,1029.724,2
48618,37.0,59319.42,4760.285,5,4,13,5.0,25,12.0,9.58,7.0,2569.72,31.478575754754843,5.5,207.84962257487905,216.44,341.739,1
